content_type;l_addr;l_port;r_address;r_addr_ip;r_port
No content type;192.168.0.112;49732;and-obs.pulse.weatherbug.net;52.71.110.138;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.193.44;443
No content type;192.168.0.112;49738;and-em.pulse.weatherbug.net;52.6.220.77;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.193.44;443
No content type;192.168.0.112;49740;and-con.pulse.weatherbug.net;52.55.133.176;443
No content type;192.168.0.112;49758;and-obs.pulse.weatherbug.net;52.71.110.138;443
application/x-www-form-urlencoded;192.168.0.112;49774;accounts.google.com;142.250.200.77;443
application/json;192.168.0.112;49742;crashlyticsreports-pa.googleapis.com;142.250.185.3;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49786;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49760;and-obs.pulse.weatherbug.net;52.71.110.138;443
No content type;192.168.0.112;49810;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49798;and-otdr.pulse.weatherbug.net;100.24.220.50;443
No content type;192.168.0.112;49808;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49802;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49824;accounts.google.com;142.250.200.77;443
No content type;192.168.0.112;49816;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49812;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49788;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49776;and-maps.pulse.weatherbug.net;3.215.245.182;443
No content type;192.168.0.112;49800;and-aqi.pulse.weatherbug.net;52.71.110.138;443
No content type;192.168.0.112;49772;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49818;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49822;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49820;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49784;api.mapbox.com;18.154.23.187;443
No content type;192.168.0.112;49836;accounts.doubleclick.net;172.217.168.174;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49838;accounts.youtube.com;142.250.200.142;443
No content type;192.168.0.112;49790;api.mapbox.com;18.154.23.187;443
application/x-www-form-urlencoded;192.168.0.112;49774;accounts.google.com;142.250.200.77;443
No content type;192.168.0.112;49844;sb.scorecardresearch.com;108.157.98.79;443
No content type;192.168.0.112;49844;sb.scorecardresearch.com;108.157.98.79;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
No content type;192.168.0.112;49844;sb.scorecardresearch.com;108.157.98.79;443
text/plain;192.168.0.112;49864;trc.taboola.com;151.101.129.44;443
No content type;192.168.0.112;49862;gum.criteo.com;178.250.0.157;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49858;and-maps.api.weatherbug.net;54.192.95.125;443
No content type;192.168.0.112;49858;and-maps.api.weatherbug.net;54.192.95.125;443
No content type;192.168.0.112;49858;and-maps.api.weatherbug.net;54.192.95.125;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
"text/plain;charset=UTF-8";192.168.0.112;49864;trc.taboola.com;151.101.193.44;443
application/x-www-form-urlencoded;192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49844;sb.scorecardresearch.com;108.157.98.79;443
No content type;192.168.0.112;49902;vidstat.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49900;vidstat.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49906;imprammp.taboola.com;151.101.129.44;443
No content type;192.168.0.112;49904;am-vid-events.taboola.com;141.226.228.48;443
text/plain;192.168.0.112;49864;trc.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49844;sb.scorecardresearch.com;108.157.98.79;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
"text/plain;charset=UTF-8";192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49712;aax-eu.amazon-adsystem.com;52.94.223.167;443
No content type;192.168.0.112;49904;am-vid-events.taboola.com;141.226.228.48;443
No content type;192.168.0.112;49906;imprammp.taboola.com;151.101.129.44;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49712;aax-eu.amazon-adsystem.com;52.94.223.167;443
No content type;192.168.0.112;49922;pips.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49924;match.adsrvr.org;146.112.61.110;443
No content type;192.168.0.112;49928;ups.analytics.yahoo.com;18.156.0.31;443
No content type;192.168.0.112;49926;taboola-supply-partners.tremorhub.com;54.158.125.167;443
No content type;192.168.0.112;49916;and-cm.pulse.weatherbug.net;100.24.220.50;443
No content type;192.168.0.112;49930;images.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49712;aax-eu.amazon-adsystem.com;67.220.228.203;443
No content type;192.168.0.112;49918;and-cm.pulse.weatherbug.net;100.24.220.50;443
No content type;192.168.0.112;49928;ups.analytics.yahoo.com;18.156.0.31;443
No content type;192.168.0.112;49928;ups.analytics.yahoo.com;18.156.0.31;443
application/x-www-form-urlencoded;192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49924;match.adsrvr.org;146.112.61.110;443
No content type;192.168.0.112;49926;taboola-supply-partners.tremorhub.com;54.158.125.167;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
"application/json; charset=utf-8";192.168.0.112;49920;and-clog2.pulse.weatherbug.net;50.19.191.100;443
No content type;192.168.0.112;49922;pips.taboola.com;151.101.65.44;443
"application/json; charset=utf-8";192.168.0.112;49650;weatherbug.adsbynimbus.com;18.205.44.233;443
"application/json; charset=utf-8";192.168.0.112;49932;and-clog2.pulse.weatherbug.net;50.19.191.100;443
No content type;192.168.0.112;49712;aax-eu.amazon-adsystem.com;67.220.228.203;443
No content type;192.168.0.112;49928;ups.analytics.yahoo.com;18.156.0.31;443
text/plain;192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
No content type;192.168.0.112;49844;sb.scorecardresearch.com;108.157.98.79;443
No content type;192.168.0.112;49844;sb.scorecardresearch.com;108.157.98.79;443
No content type;192.168.0.112;49712;aax-eu.amazon-adsystem.com;67.220.228.203;443
application/json;192.168.0.112;49720;mediation.adnxs.com;37.252.172.68;443
"text/plain;charset=UTF-8";192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49906;imprammp.taboola.com;151.101.129.44;443
No content type;192.168.0.112;49712;aax-eu.amazon-adsystem.com;67.220.228.203;443
application/x-www-form-urlencoded;192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49926;taboola-supply-partners.tremorhub.com;54.158.125.167;443
No content type;192.168.0.112;49924;match.adsrvr.org;146.112.61.110;443
No content type;192.168.0.112;49904;am-vid-events.taboola.com;141.226.228.48;443
No content type;192.168.0.112;49922;pips.taboola.com;151.101.65.44;443
application/x-protobuf;192.168.0.112;49938;api-eu.bidmachine.io;172.64.143.35;443
No content type;192.168.0.112;49712;aax-eu.amazon-adsystem.com;67.220.228.203;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49948;il-trc-events.taboola.com;185.106.33.48;443
text/plain;192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49844;sb.scorecardresearch.com;108.157.98.79;443
No content type;192.168.0.112;49958;eus.rubiconproject.com;23.216.122.150;443
No content type;192.168.0.112;49844;sb.scorecardresearch.com;108.157.98.79;443
No content type;192.168.0.112;49902;vidstat.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
"text/plain;charset=UTF-8";192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49930;images.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49930;images.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49930;images.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
No content type;192.168.0.112;49930;images.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49930;images.taboola.com;151.101.1.44;443
"application/json; charset=utf-8";192.168.0.112;49968;and-clog2.pulse.weatherbug.net;50.19.191.100;443
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
text/plain;192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49906;imprammp.taboola.com;151.101.129.44;443
No content type;192.168.0.112;49900;vidstat.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49904;am-vid-events.taboola.com;141.226.228.48;443
No content type;192.168.0.112;49922;pips.taboola.com;151.101.65.44;443
application/x-www-form-urlencoded;192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
application/x-www-form-urlencoded;192.168.0.112;37000;api.device.xiaomi.net;20.47.97.181;80
No content type;192.168.0.112;49762;cdn.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49978;pixel.rubiconproject.com;69.173.144.165;443
No content type;192.168.0.112;49986;cm.g.doubleclick.net;142.250.200.66;443
No content type;192.168.0.112;49930;images.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49926;taboola-supply-partners.tremorhub.com;54.158.125.167;443
No content type;192.168.0.112;49924;match.adsrvr.org;146.112.61.110;443
No content type;192.168.0.112;49928;ups.analytics.yahoo.com;18.156.0.31;443
No content type;192.168.0.112;49930;images.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49990;sync.mathtag.com;185.29.134.244;443
No content type;192.168.0.112;49928;ups.analytics.yahoo.com;18.156.0.31;443
No content type;192.168.0.112;49984;id.rlcdn.com;35.244.174.68;443
No content type;192.168.0.112;49986;cm.g.doubleclick.net;142.250.200.66;443
No content type;192.168.0.112;49992;cms.quantserve.com;91.228.74.200;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
No content type;192.168.0.112;49902;vidstat.taboola.com;151.101.65.44;443
No content type;192.168.0.112;49978;pixel.rubiconproject.com;69.173.144.165;443
application/x-www-form-urlencoded;192.168.0.112;49864;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;49904;am-vid-events.taboola.com;141.226.228.48;443
No content type;192.168.0.112;49978;pixel.rubiconproject.com;69.173.144.165;443
No content type;192.168.0.112;49988;secure.adnxs.com;185.83.142.19;443
application/x-www-form-urlencoded;192.168.0.112;37020;data.mistat.intl.xiaomi.com;212.145.41.193;80
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
"text/plain;charset=UTF-8";192.168.0.112;37022;vidanalytics.taboola.com;151.101.129.44;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
"text/plain;charset=UTF-8";192.168.0.112;37022;vidanalytics.taboola.com;151.101.129.44;443
"application/json; charset=utf-8";192.168.0.112;37028;and-clog2.pulse.weatherbug.net;50.19.191.100;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
No content type;192.168.0.112;37060;0.0.0.0;0.0.0.0;80
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
text/plain;192.168.0.112;37068;wf.taboola.com;151.101.1.44;443
text/plain;192.168.0.112;37068;wf.taboola.com;151.101.1.44;443
"application/json; charset=utf-8";192.168.0.112;37106;api.likee.video;104.166.188.184;80
No content type;192.168.0.112;37116;0.0.0.0;0.0.0.0;80
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
No content type;192.168.0.112;37122;firebase-settings.crashlytics.com;142.250.184.163;443
application/json;192.168.0.112;37124;firebaseinstallations.googleapis.com;142.250.200.74;443
application/x-www-form-urlencoded;192.168.0.112;37134;graph.facebook.com;31.13.83.8;443
application/x-www-form-urlencoded;192.168.0.112;37132;graph.facebook.com;31.13.83.8;443
application/x-www-form-urlencoded;192.168.0.112;37130;graph.facebook.com;31.13.83.8;443
application/x-www-form-urlencoded;192.168.0.112;37134;graph.facebook.com;31.13.83.8;443
application/x-www-form-urlencoded;192.168.0.112;37132;graph.facebook.com;31.13.83.8;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.44;443
"application/json; charset=utf-8";192.168.0.112;37106;api.likee.video;104.166.188.184;80
text/plain;192.168.0.112;37150;am-wf.taboola.com;141.226.228.48;443
No content type;192.168.0.112;37158;img.like.video;164.90.87.94;80
No content type;192.168.0.112;37160;img.like.video;164.90.87.94;80
text/plain;192.168.0.112;37150;am-wf.taboola.com;141.226.228.48;443
No content type;192.168.0.112;37162;0.0.0.0;0.0.0.0;80
application/x-www-form-urlencoded;192.168.0.112;37176;data.mistat.intl.xiaomi.com;212.145.41.193;80
"application/json; charset=utf-8";192.168.0.112;37106;api.likee.video;104.166.188.184;80
application/json;192.168.0.112;37182;update.googleapis.com;142.250.185.3;443
No content type;192.168.0.112;37192;edgedl.me.gvt1.com;34.104.35.123;80
application/json;192.168.0.112;37182;update.googleapis.com;142.250.185.3;443
No content type;192.168.0.112;37192;edgedl.me.gvt1.com;34.104.35.123;80
application/json;192.168.0.112;37182;update.googleapis.com;142.250.185.3;443
No content type;192.168.0.112;37192;edgedl.me.gvt1.com;34.104.35.123;80
application/x-www-form-urlencoded;192.168.0.112;37230;data.mistat.intl.xiaomi.com;212.145.41.193;80
application/json;192.168.0.112;37182;update.googleapis.com;142.250.185.3;443
application/x-www-form-urlencoded;192.168.0.112;37248;data.mistat.intl.xiaomi.com;212.145.41.193;80
No content type;192.168.0.112;37292;connectivitycheck.gstatic.com;142.250.184.3;80
"application/json; charset=utf-8";192.168.0.112;37316;api.likee.video;104.166.188.184;80
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.79;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.79;443
application/x-www-form-urlencoded;192.168.0.112;37324;graph.facebook.com;31.13.83.8;443
"application/json; charset=utf-8";192.168.0.112;37316;api.likee.video;104.166.188.184;80
application/x-www-form-urlencoded;192.168.0.112;37320;graph.facebook.com;31.13.83.8;443
application/x-www-form-urlencoded;192.168.0.112;37322;graph.facebook.com;31.13.83.8;443
"application/json; charset=utf-8";192.168.0.112;37346;and-clog2.pulse.weatherbug.net;18.204.249.135;443
No content type;192.168.0.112;37444;pc.va.app.ext.weatherbug.com;18.154.48.44;443
"application/json; charset=utf-8";192.168.0.112;37448;and-clog2.pulse.weatherbug.net;50.19.191.100;443
"application/json; charset=utf-8";192.168.0.112;37450;and-clog2.pulse.weatherbug.net;50.19.191.100;443
