content_type;l_addr;l_port;r_address;r_addr_ip;r_port
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.129.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.129.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.129.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.129.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.129.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.65.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43324;aax.amazon-adsystem.com;13.33.233.71;443
No response;192.168.0.112;43322;api.apptentive.com;54.211.190.102;443
No response;192.168.0.112;43320;and-obs.pulse.weatherbug.net;52.55.133.176;443
No response;192.168.0.112;43330;api-eu.bidmachine.io;172.64.142.35;443
No response;192.168.0.112;43328;weatherbug.adsbynimbus.com;34.199.226.45;443
No response;192.168.0.112;43326;and-for.pulse.weatherbug.net;54.164.25.23;443
No response;192.168.0.112;43324;aax.amazon-adsystem.com;13.33.233.71;443
No response;192.168.0.112;43334;mediation.adnxs.com;37.252.173.228;443
No response;192.168.0.112;43332;and-clog2.pulse.weatherbug.net;100.24.102.236;443
No response;192.168.0.112;43200;cdn.taboola.com;151.101.129.44;443
No response;192.168.0.112;43238;sb.scorecardresearch.com;108.157.98.112;443
No response;192.168.0.112;43188;trc.taboola.com;151.101.1.44;443
No response;192.168.0.112;43238;sb.scorecardresearch.com;108.157.98.112;443
No response;192.168.0.112;43336;gum.criteo.com;178.250.0.157;443
No response;192.168.0.112;43188;trc.taboola.com;151.101.1.44;443
No response;192.168.0.112;43202;imprammp.taboola.com;151.101.65.44;443
No response;192.168.0.112;43204;am-vid-events.taboola.com;141.226.228.48;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43236;taboola-supply-partners.tremorhub.com;54.146.142.229;443
No response;192.168.0.112;43234;match.adsrvr.org;146.112.61.110;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43188;trc.taboola.com;151.101.1.44;443
No response;192.168.0.112;43182;ups.analytics.yahoo.com;18.156.0.31;443
No response;192.168.0.112;43230;wf.taboola.com;151.101.129.44;443
No response;192.168.0.112;43196;pips.taboola.com;151.101.129.44;443
No response;192.168.0.112;43182;ups.analytics.yahoo.com;18.156.0.31;443
No response;192.168.0.112;43188;trc.taboola.com;151.101.1.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.1.44;443
No response;192.168.0.112;43192;images.taboola.com;151.101.129.44;443
No response;192.168.0.112;43192;images.taboola.com;151.101.129.44;443
No response;192.168.0.112;43192;images.taboola.com;151.101.129.44;443
No response;192.168.0.112;43226;vidanalytics.taboola.com;151.101.193.44;443
No response;192.168.0.112;43230;wf.taboola.com;151.101.129.44;443
No response;192.168.0.112;43192;images.taboola.com;151.101.129.44;443
No response;192.168.0.112;43192;images.taboola.com;151.101.129.44;443
No response;192.168.0.112;43192;images.taboola.com;151.101.129.44;443
No response;192.168.0.112;43192;images.taboola.com;151.101.129.44;443
No response;192.168.0.112;43200;cdn.taboola.com;151.101.129.44;443
No response;192.168.0.112;43340;and-clog2.pulse.weatherbug.net;100.24.102.236;443
No response;192.168.0.112;43218;am-wf.taboola.com;141.226.228.48;443
No response;192.168.0.112;43218;am-wf.taboola.com;141.226.228.48;443
No response;192.168.0.112;43218;am-wf.taboola.com;141.226.228.48;443
No response;192.168.0.112;43218;am-wf.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43396;api.apptentive.com;54.87.12.89;443
True;False;;192.168.0.112;43402;aax.amazon-adsystem.com;108.157.88.185;443
True;False;;192.168.0.112;43406;api-eu.bidmachine.io;172.64.142.35;443
True;False;;192.168.0.112;43200;cdn.taboola.com;151.101.193.44;443
True;False;;192.168.0.112;43200;cdn.taboola.com;151.101.193.44;443
True;False;;192.168.0.112;43394;and-ads.pulse.weatherbug.net;54.85.151.247;443
True;False;;192.168.0.112;43400;and-ads.pulse.weatherbug.net;54.85.151.247;443
True;False;;192.168.0.112;43396;api.apptentive.com;54.87.12.89;443
True;False;;192.168.0.112;43404;weatherbug.adsbynimbus.com;18.205.44.233;443
True;False;;192.168.0.112;43238;sb.scorecardresearch.com;18.154.48.42;443
True;False;;192.168.0.112;43188;trc.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43398;and-obs.pulse.weatherbug.net;52.5.173.140;443
True;False;;192.168.0.112;43408;and-em.pulse.weatherbug.net;34.236.113.79;443
True;False;;192.168.0.112;43410;and-obs.pulse.weatherbug.net;52.5.173.140;443
True;False;;192.168.0.112;43414;and-obs.pulse.weatherbug.net;52.5.173.140;443
True;False;;192.168.0.112;43412;and-maps.pulse.weatherbug.net;54.243.100.179;443
True;False;;192.168.0.112;43430;mediation.adnxs.com;37.252.173.228;443
True;False;;192.168.0.112;43426;and-for.pulse.weatherbug.net;100.24.220.50;443
True;False;;192.168.0.112;43424;and-for.pulse.weatherbug.net;100.24.220.50;443
True;False;;192.168.0.112;43428;and-for.pulse.weatherbug.net;100.24.220.50;443
True;False;;192.168.0.112;43238;sb.scorecardresearch.com;18.154.48.42;443
True;False;;192.168.0.112;43418;and-aqi.pulse.weatherbug.net;100.24.220.50;443
True;False;;192.168.0.112;43420;and-lx.pulse.weatherbug.net;100.24.220.50;443
True;False;;192.168.0.112;43416;and-otdr.pulse.weatherbug.net;34.236.113.79;443
True;False;;192.168.0.112;43422;and-con.pulse.weatherbug.net;52.5.173.140;443
True;False;;192.168.0.112;43192;images.taboola.com;151.101.65.44;443
True;False;;192.168.0.112;43192;images.taboola.com;151.101.65.44;443
True;False;;192.168.0.112;43188;trc.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43200;cdn.taboola.com;151.101.193.44;443
True;False;;192.168.0.112;43204;am-vid-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43202;imprammp.taboola.com;151.101.1.44;443
True;False;;192.168.0.112;43432;and-maps.api.weatherbug.net;54.192.95.125;443
True;False;;192.168.0.112;43432;and-maps.api.weatherbug.net;54.192.95.125;443
True;False;;192.168.0.112;43432;and-maps.api.weatherbug.net;54.192.95.125;443
True;False;;192.168.0.112;43188;trc.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43238;sb.scorecardresearch.com;18.154.48.42;443
True;False;;192.168.0.112;43188;trc.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43238;sb.scorecardresearch.com;18.154.48.42;443
True;False;;192.168.0.112;43188;trc.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43238;sb.scorecardresearch.com;18.154.48.42;443
True;False;;192.168.0.112;43402;aax.amazon-adsystem.com;108.157.88.185;443
True;False;;192.168.0.112;43240;trc-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43240;trc-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43240;trc-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43404;weatherbug.adsbynimbus.com;18.205.44.233;443
True;False;;192.168.0.112;43238;sb.scorecardresearch.com;18.154.48.42;443
True;False;;192.168.0.112;43406;api-eu.bidmachine.io;172.64.142.35;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43418;and-aqi.pulse.weatherbug.net;100.24.220.50;443
True;False;;192.168.0.112;43196;pips.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43444;ssb-euw1.smartadserver.com;89.149.192.66;443
True;False;;192.168.0.112;43402;aax.amazon-adsystem.com;108.157.88.185;443
True;False;;192.168.0.112;43404;weatherbug.adsbynimbus.com;18.205.44.233;443
True;False;;192.168.0.112;43204;am-vid-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43202;imprammp.taboola.com;151.101.1.44;443
True;False;;192.168.0.112;43438;and-clog2.pulse.weatherbug.net;100.24.102.236;443
True;False;;192.168.0.112;43442;b1t-eudc1.zemanta.com;213.227.153.223;443
True;False;;192.168.0.112;43430;mediation.adnxs.com;37.252.173.228;443
True;False;;192.168.0.112;43406;api-eu.bidmachine.io;172.64.142.35;443
True;False;;192.168.0.112;43440;b1-eudc1.zemanta.com;213.227.153.221;443
True;False;;192.168.0.112;43406;api-eu.bidmachine.io;172.64.142.35;443
True;False;;192.168.0.112;43204;am-vid-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43204;am-vid-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43188;trc.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43192;images.taboola.com;151.101.65.44;443
True;False;;192.168.0.112;43192;images.taboola.com;151.101.65.44;443
True;False;;192.168.0.112;43188;trc.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43204;am-vid-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43202;imprammp.taboola.com;151.101.1.44;443
True;False;;192.168.0.112;43188;trc.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43240;trc-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43240;trc-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43240;trc-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43238;sb.scorecardresearch.com;18.154.48.42;443
True;False;;192.168.0.112;43238;sb.scorecardresearch.com;18.154.48.42;443
True;False;;192.168.0.112;43196;pips.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43188;trc.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43440;b1-eudc1.zemanta.com;213.227.153.221;443
True;False;;192.168.0.112;43442;b1t-eudc1.zemanta.com;213.227.153.223;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43244;il-trc-events.taboola.com;185.106.33.48;443
True;False;;192.168.0.112;43196;pips.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43448;ssb-euw2.smartadserver.com;5.135.209.99;443
True;False;;192.168.0.112;43204;am-vid-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43202;imprammp.taboola.com;151.101.1.44;443
True;False;;192.168.0.112;43204;am-vid-events.taboola.com;141.226.228.48;443
True;False;;192.168.0.112;43188;trc.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43196;pips.taboola.com;151.101.129.44;443
True;False;;192.168.0.112;43452;and-clog2.pulse.weatherbug.net;100.24.102.236;443
True;False;;192.168.0.112;43226;vidanalytics.taboola.com;151.101.129.44;443
No content type;192.168.0.112;43426;and-for.pulse.weatherbug.net;52.6.220.77;443
No content type;192.168.0.112;43398;and-obs.pulse.weatherbug.net;52.6.220.77;443
application/json;192.168.0.112;43396;api.apptentive.com;44.210.232.89;443
"application/json; charset=utf-8";192.168.0.112;43402;aax.amazon-adsystem.com;108.157.88.185;443
"application/json; charset=utf-8";192.168.0.112;43404;weatherbug.adsbynimbus.com;34.199.226.45;443
application/x-protobuf;192.168.0.112;43406;api-eu.bidmachine.io;172.64.142.35;443
"application/json; charset=utf-8";192.168.0.112;43402;aax.amazon-adsystem.com;108.157.88.185;443
application/json;192.168.0.112;43430;mediation.adnxs.com;37.252.173.214;443
application/x-protobuf;192.168.0.112;43406;api-eu.bidmachine.io;172.64.142.35;443
No content type;192.168.0.112;43200;cdn.taboola.com;151.101.1.44;443
No content type;192.168.0.112;43238;sb.scorecardresearch.com;52.84.66.17;443
text/plain;192.168.0.112;43188;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;43238;sb.scorecardresearch.com;52.84.66.17;443
"application/json; charset=utf-8";192.168.0.112;43458;and-clog2.pulse.weatherbug.net;3.231.11.17;443
text/plain;192.168.0.112;43188;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;43202;imprammp.taboola.com;151.101.129.44;443
No content type;192.168.0.112;43204;am-vid-events.taboola.com;141.226.228.48;443
application/x-www-form-urlencoded;192.168.0.112;43188;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;43234;match.adsrvr.org;146.112.61.110;443
No content type;192.168.0.112;43236;taboola-supply-partners.tremorhub.com;184.73.162.215;443
text/plain;192.168.0.112;43230;wf.taboola.com;151.101.65.44;443
No content type;192.168.0.112;43196;pips.taboola.com;151.101.65.44;443
application/x-www-form-urlencoded;192.168.0.112;43188;trc.taboola.com;151.101.1.44;443
No content type;192.168.0.112;43192;images.taboola.com;151.101.193.44;443
No content type;192.168.0.112;43192;images.taboola.com;151.101.193.44;443
No content type;192.168.0.112;43192;images.taboola.com;151.101.193.44;443
No content type;192.168.0.112;43192;images.taboola.com;151.101.193.44;443
No content type;192.168.0.112;43192;images.taboola.com;151.101.193.44;443
No content type;192.168.0.112;43192;images.taboola.com;151.101.193.44;443
No content type;192.168.0.112;43192;images.taboola.com;151.101.193.44;443
No content type;192.168.0.112;43192;images.taboola.com;151.101.193.44;443
No content type;192.168.0.112;43200;cdn.taboola.com;151.101.1.44;443
No content type;192.168.0.112;43200;cdn.taboola.com;151.101.1.44;443
text/plain;192.168.0.112;43230;wf.taboola.com;151.101.65.44;443
text/plain;192.168.0.112;43218;am-wf.taboola.com;141.226.228.48;443
text/plain;192.168.0.112;43218;am-wf.taboola.com;141.226.228.48;443
application/json;192.168.0.112;43396;api.apptentive.com;44.210.232.89;443
"application/json; charset=utf-8";192.168.0.112;43402;aax.amazon-adsystem.com;108.157.88.185;443
"application/json; charset=utf-8";192.168.0.112;43404;weatherbug.adsbynimbus.com;34.199.226.45;443
application/x-protobuf;192.168.0.112;43406;api-eu.bidmachine.io;172.64.142.35;443
application/json;192.168.0.112;43406;api-eu.bidmachine.io;172.64.142.35;443
"application/json; charset=utf-8";192.168.0.112;43402;aax.amazon-adsystem.com;108.157.88.185;443
application/json;192.168.0.112;43430;mediation.adnxs.com;37.252.173.214;443
application/x-protobuf;192.168.0.112;43406;api-eu.bidmachine.io;172.64.142.35;443
No content type;192.168.0.112;43462;and-maps.pulse.weatherbug.net;54.243.100.179;443
"application/json; charset=utf-8";192.168.0.112;43464;and-clog2.pulse.weatherbug.net;3.231.11.17;443
No content type;192.168.0.112;43462;and-maps.pulse.weatherbug.net;54.243.100.179;443
No content type;192.168.0.112;43470;and-maps.api.weatherbug.net;54.192.95.105;443
No content type;192.168.0.112;43476;and-maps.api.weatherbug.net;54.192.95.105;443
No content type;192.168.0.112;43474;and-maps.api.weatherbug.net;54.192.95.105;443
No content type;192.168.0.112;43466;and-maps.api.weatherbug.net;54.192.95.105;443
No content type;192.168.0.112;43472;and-maps.api.weatherbug.net;54.192.95.105;443
No content type;192.168.0.112;43468;and-maps.api.weatherbug.net;54.192.95.105;443
text/plain;192.168.0.112;43218;am-wf.taboola.com;141.226.228.48;443
application/binary;192.168.0.112;43478;clients4.google.com;142.250.184.14;443
No content type;192.168.0.112;43466;and-maps.api.weatherbug.net;54.192.95.105;443
No content type;192.168.0.112;43468;and-maps.api.weatherbug.net;54.192.95.105;443
No content type;192.168.0.112;43470;and-maps.api.weatherbug.net;54.192.95.105;443
No content type;192.168.0.112;43472;and-maps.api.weatherbug.net;54.192.95.105;443
"application/json; charset=utf-8";192.168.0.112;43404;weatherbug.adsbynimbus.com;34.199.226.45;443
application/binary;192.168.0.112;43478;clients4.google.com;142.250.184.14;443
"application/json; charset=utf-8";192.168.0.112;43480;aax.amazon-adsystem.com;108.157.88.185;443
application/x-protobuf;192.168.0.112;43482;api-eu.bidmachine.io;172.64.142.35;443
application/binary;192.168.0.112;43478;clients4.google.com;142.250.184.14;443
application/binary;192.168.0.112;43478;clients4.google.com;142.250.184.14;443
application/binary;192.168.0.112;43484;clients4.google.com;142.250.184.14;443
"application/json; charset=utf-8";192.168.0.112;43480;aax.amazon-adsystem.com;108.157.88.185;443
application/x-protobuf;192.168.0.112;43482;api-eu.bidmachine.io;172.64.142.35;443
application/binary;192.168.0.112;43478;clients4.google.com;142.250.184.14;443
application/binary;192.168.0.112;43484;clients4.google.com;142.250.184.14;443
application/binary;192.168.0.112;43486;clients4.google.com;142.250.184.14;443
application/json;192.168.0.112;43488;mediation.adnxs.com;37.252.173.214;443
application/binary;192.168.0.112;43490;clients4.google.com;142.250.184.14;443
text/plain;192.168.0.112;43218;am-wf.taboola.com;141.226.228.48;443
"application/json; charset=utf-8";192.168.0.112;43494;and-clog2.pulse.weatherbug.net;3.231.11.17;443
"application/json; charset=utf-8";192.168.0.112;43498;api.likee.video;104.166.188.184;80
"application/json; charset=utf-8";192.168.0.112;43498;api.likee.video;104.166.188.184;80
"application/json; charset=utf-8";192.168.0.112;43498;api.likee.video;104.166.188.184;80
No content type;192.168.0.112;43560;media.pushlycdn.com;18.154.22.48;443
text/plain;192.168.0.112;43570;k.p-n.io;18.194.89.90;443
application/vnd.chrome.ukm;192.168.0.112;43588;clients4.google.com;142.250.178.174;443
No content type;192.168.0.112;48936;connectivitycheck.gstatic.com;142.250.184.3;80
No content type;192.168.0.112;48952;resolver.msg.global.xiaomi.net;3.74.176.245;80
No content type;192.168.0.112;48954;findapi.micloud.xiaomi.net;20.47.115.69;80
application/x-www-form-urlencoded;192.168.0.112;48960;data.mistat.intl.xiaomi.com;212.145.41.179;80
No content type;192.168.0.112;48970;findapi.micloud.xiaomi.net;20.47.115.69;80
No content type;192.168.0.112;48978;findapi.micloud.xiaomi.net;20.47.115.69;80
application/x-www-form-urlencoded;192.168.0.112;48986;data.mistat.intl.xiaomi.com;212.145.41.179;80
application/x-www-form-urlencoded;192.168.0.112;48998;data.mistat.intl.xiaomi.com;212.145.41.179;80
No content type;192.168.0.112;49008;192.168.0.1;192.168.0.1;80
application/x-www-form-urlencoded;192.168.0.112;49006;us.api.micloud.xiaomi.net;8.219.65.160;80
No content type;192.168.0.112;49008;192.168.0.1;192.168.0.1;80
application/x-www-form-urlencoded;192.168.0.112;49066;accounts.google.com;142.250.200.77;443
No content type;192.168.0.112;49098;accounts.google.com;142.250.200.77;443
No content type;192.168.0.112;49102;accounts.youtube.com;142.250.200.142;443
No content type;192.168.0.112;49100;accounts.doubleclick.net;172.217.168.174;443
application/x-www-form-urlencoded;192.168.0.112;49066;accounts.google.com;142.250.200.77;443
No content type;192.168.0.112;49126;clientservices.googleapis.com;142.250.200.67;443
application/x-protobuf;192.168.0.112;49152;www.googleapis.com;216.58.209.74;443
application/x-www-form-urlencoded;192.168.0.112;49180;data.mistat.intl.xiaomi.com;212.145.41.179;443
application/x-www-form-urlencoded;192.168.0.112;49180;data.mistat.intl.xiaomi.com;212.145.41.179;443
application/x-www-form-urlencoded;192.168.0.112;49208;data.mistat.intl.xiaomi.com;212.145.41.193;80
application/x-www-form-urlencoded;192.168.0.112;49208;data.mistat.intl.xiaomi.com;212.145.41.193;80
application/x-protobuf;192.168.0.112;49256;inbox.google.com;142.250.200.101;443
No content type;192.168.0.112;49250;www.googleapis.com;216.58.209.74;443
No content type;192.168.0.112;49250;www.googleapis.com;216.58.209.74;443
No content type;192.168.0.112;49250;www.googleapis.com;216.58.209.74;443
No content type;192.168.0.112;49250;www.googleapis.com;216.58.209.74;443
application/x-www-form-urlencoded;192.168.0.112;49348;data.mistat.intl.xiaomi.com;212.145.41.193;80
application/x-protobuf;192.168.0.112;49400;notifications-pa.googleapis.com;172.217.17.10;443
application/x-protobuf;192.168.0.112;49428;inbox.google.com;142.250.200.101;443
No content type;192.168.0.112;49452;connectivitycheck.gstatic.com;142.250.184.3;80
No content type;192.168.0.112;49506;app.miui.com;20.47.97.238;80
application/json;192.168.0.112;49604;api.apptentive.com;54.83.18.201;443
"application/json; charset=utf-8";192.168.0.112;49608;and-legal.pulse.weatherbug.net;52.55.133.176;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
No content type;192.168.0.112;49592;cdn.taboola.com;151.101.193.44;443
No content type;192.168.0.112;49588;firebase-settings.crashlytics.com;142.250.184.163;443
"application/json; charset=utf-8";192.168.0.112;49598;and-loc.pulse.weatherbug.net;52.71.110.138;443
application/json;192.168.0.112;49618;api.apptentive.com;54.83.18.201;443
application/json;192.168.0.112;49616;api.apptentive.com;54.83.18.201;443
application/x-protobuf;192.168.0.112;49624;api.appodealx.com;104.18.0.5;443
No content type;192.168.0.112;49634;and-push.pulse.weatherbug.net;52.55.133.176;443
No content type;192.168.0.112;49660;acdn.adnxs.com;151.101.193.108;443
application/json;192.168.0.112;49600;int.dewrain.world;34.95.120.195;443
No content type;192.168.0.112;49622;and-lx.pulse.weatherbug.net;54.85.151.247;443
application/json;192.168.0.112;49616;api.apptentive.com;54.83.18.201;443
"application/json; charset=utf-8";192.168.0.112;49628;and-em.pulse.weatherbug.net;52.6.220.77;443
"application/json; charset=utf-8";192.168.0.112;49638;and-ads.pulse.weatherbug.net;54.87.204.242;443
"application/json; charset=utf-8";192.168.0.112;49650;weatherbug.adsbynimbus.com;18.205.44.233;443
"application/json; charset=utf-8";192.168.0.112;49650;weatherbug.adsbynimbus.com;18.205.44.233;443
"application/json; charset=utf-8";192.168.0.112;49650;weatherbug.adsbynimbus.com;18.205.44.233;443
"application/json; charset=utf-8";192.168.0.112;49650;weatherbug.adsbynimbus.com;18.205.44.233;443
"application/json; charset=utf-8";192.168.0.112;49650;weatherbug.adsbynimbus.com;18.205.44.233;443
No content type;192.168.0.112;49654;mads.amazon-adsystem.com;52.94.236.25;443
"application/json; charset=utf-8";192.168.0.112;49630;and-em.pulse.weatherbug.net;52.6.220.77;443
No content type;192.168.0.112;49636;and-cmpn.pulse.weatherbug.net;3.227.70.219;443
"application/json; charset=utf-8";192.168.0.112;49662;and-ads.pulse.weatherbug.net;54.87.204.242;443
No content type;192.168.0.112;49660;acdn.adnxs.com;151.101.193.108;443
application/json;192.168.0.112;49616;api.apptentive.com;54.83.18.201;443
"application/json; charset=utf-8";192.168.0.112;49680;and-ads.pulse.weatherbug.net;54.87.204.242;443
application/json;192.168.0.112;49682;api-eu.bidmachine.io;172.64.143.35;443
"application/json; charset=utf-8";192.168.0.112;49672;and-clog2.pulse.weatherbug.net;50.19.191.100;443
"application/json; charset=utf-8";192.168.0.112;49676;and-clog2.pulse.weatherbug.net;50.19.191.100;443
"application/json; charset=utf-8";192.168.0.112;49684;and-ads.pulse.weatherbug.net;54.87.204.242;443
"application/json; charset=utf-8";192.168.0.112;49650;weatherbug.adsbynimbus.com;18.205.44.233;443
"application/json; charset=utf-8";192.168.0.112;49674;and-clog2.pulse.weatherbug.net;50.19.191.100;443
application/x-protobuf;192.168.0.112;49682;api-eu.bidmachine.io;172.64.143.35;443
text/plain;192.168.0.112;49702;ib.adnxs.com;185.89.211.116;443
text/plain;192.168.0.112;49706;ib.adnxs.com;185.89.211.116;443
No content type;192.168.0.112;49700;mediation.adnxs.com;37.252.172.68;443
"application/json; charset=utf-8";192.168.0.112;49686;and-ads.pulse.weatherbug.net;54.87.204.242;443
"application/json; charset=utf-8";192.168.0.112;49678;and-clog2.pulse.weatherbug.net;50.19.191.100;443
"application/json; charset=utf-8";192.168.0.112;49710;and-em.pulse.weatherbug.net;52.6.220.77;443
No content type;192.168.0.112;49700;mediation.adnxs.com;37.252.172.68;443
No content type;192.168.0.112;49596;pc.va.app.ext.weatherbug.com;18.154.48.116;443
"application/json; charset=utf-8";192.168.0.112;49716;and-em.pulse.weatherbug.net;52.6.220.77;443
application/x-www-form-urlencoded;192.168.0.112;49712;aax-eu.amazon-adsystem.com;52.94.223.167;443
application/json;192.168.0.112;49720;mediation.adnxs.com;37.252.172.68;443
application/json;192.168.0.112;49718;co.dewrain.world;34.117.177.88;443
