
N/A;192.168.0.112:43374;172.64.206.14:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
N/A;192.168.0.112:43376;108.157.88.185:443;Proxy-Response;-;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.112:43348;34.235.205.35:443;Proxy-Response;-;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43374;172.64.206.14:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43394;151.101.1.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.112:43394;151.101.1.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43376;108.157.88.185:443;Proxy-Request;https://aax.amazon-adsystem.co...;-
N/A;192.168.0.112:43374;172.64.206.14:443;Proxy-Request;https://api-eu.bidmachine.io/t...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.112:43348;34.235.205.35:443;Proxy-Request;https://weatherbug.adsbynimbus...;-
N/A;192.168.0.112:43374;172.64.206.14:443;Proxy-Response;-;-
N/A;192.168.0.112:43376;108.157.88.185:443;Proxy-Response;-;-
N/A;192.168.0.112:43378;172.64.206.14:443;Proxy-Request;https://api-eu.bidmachine.io/a...;-
Mozilla/5.0 (Linux- Android 9- Redmi 8 Build/PKQ1.190319.001- wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.4638.74 Mobile Safari/537.36;192.168.0.112:43386;37.252.173.214:443;Proxy-Request;https://mediation.adnxs.com/ut...;-
N/A;192.168.0.112:43386;37.252.173.214:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43408;151.101.193.44:443;Proxy-Request;https://images-dup-b.taboola.c...;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43410;151.101.65.44:443;Proxy-Request;https://imprammp.taboola.com/s...;-
N/A;192.168.0.112:43410;151.101.65.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43348;34.235.205.35:443;Proxy-Response;-;-
N/A;192.168.0.112:43408;151.101.193.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43412;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.112:43378;172.64.206.14:443;Proxy-Response;-;-
N/A;192.168.0.112:43412;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.112:43394;151.101.1.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.112:43394;151.101.1.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43374;172.64.206.14:443;Proxy-Request;https://api-eu.bidmachine.io/t...;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43374;172.64.206.14:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.112:43400;52.84.66.17:443;Proxy-Request;https://sb.scorecardresearch.c...;-
com.aws.android;192.168.0.112:43414;151.101.129.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
N/A;192.168.0.112:43400;52.84.66.17:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43400;52.84.66.17:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.112:43414;151.101.129.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43400;52.84.66.17:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43420;146.112.61.110:443;Proxy-Request;https://match.adsrvr.org/track...;-
N/A;192.168.0.112:43420;;Proxy-Error;;Certificate verify failed: unable to get local issuer certificate
com.aws.android;192.168.0.112:43424;18.194.221.34:443;Proxy-Request;https://x.bidswitch.net/sync?g...;-
com.aws.android;192.168.0.112:43422;34.247.63.128:443;Proxy-Request;https://pr-bh.ybp.yahoo.com/sy...;-
N/A;192.168.0.112:43424;18.194.221.34:443;Proxy-Response;-;-
N/A;192.168.0.112:43422;34.247.63.128:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43428;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
com.aws.android;192.168.0.112:43430;151.101.129.44:443;Proxy-Request;https://pips.taboola.com/;-
N/A;192.168.0.112:43430;151.101.129.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43428;35.244.159.8:443;Proxy-Response;-;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43394;151.101.1.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
com.aws.android;192.168.0.112:43410;151.101.65.44:443;Proxy-Request;https://imprammp.taboola.com/s...;-
com.aws.android;192.168.0.112:43412;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.112:43410;151.101.65.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43412;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43394;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43420;146.112.61.110:443;Proxy-Request;https://match.adsrvr.org/track...;-
com.aws.android;192.168.0.112:43422;34.247.63.128:443;Proxy-Request;https://pr-bh.ybp.yahoo.com/sy...;-
com.aws.android;192.168.0.112:43424;18.194.221.34:443;Proxy-Request;https://x.bidswitch.net/sync?g...;-
com.aws.android;192.168.0.112:43394;151.101.1.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
N/A;192.168.0.112:43420;;Proxy-Error;;Certificate verify failed: unable to get local issuer certificate
N/A;192.168.0.112:43432;54.88.188.48:443;Proxy-Request;https://and-clog2.pulse.weathe...;-
N/A;192.168.0.112:43394;151.101.1.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43422;34.247.63.128:443;Proxy-Response;-;-
N/A;192.168.0.112:43424;18.194.221.34:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43400;52.84.66.17:443;Proxy-Request;https://sb.scorecardresearch.c...;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.112:43400;52.84.66.17:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43400;52.84.66.17:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.112:43432;54.88.188.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43400;52.84.66.17:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43430;151.101.129.44:443;Proxy-Request;https://pips.taboola.com/;-
N/A;192.168.0.112:43430;151.101.129.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43394;151.101.1.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
com.aws.android;192.168.0.112:43410;151.101.65.44:443;Proxy-Request;https://imprammp.taboola.com/s...;-
com.aws.android;192.168.0.112:43412;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.112:43410;151.101.65.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43412;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43394;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43414;151.101.129.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
com.aws.android;192.168.0.112:43394;151.101.1.44:443;Proxy-Request;https://cdn.taboola.com/shared...;-
com.aws.android;192.168.0.112:43420;146.112.61.110:443;Proxy-Request;https://match.adsrvr.org/track...;-
com.aws.android;192.168.0.112:43422;34.247.63.128:443;Proxy-Request;https://pr-bh.ybp.yahoo.com/sy...;-
N/A;192.168.0.112:43420;;Proxy-Error;;Certificate verify failed: unable to get local issuer certificate
N/A;192.168.0.112:43394;151.101.1.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43422;34.247.63.128:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.112:43414;151.101.129.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Response;-;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.112:43400;52.84.66.17:443;Proxy-Request;https://sb.scorecardresearch.c...;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
com.aws.android;192.168.0.112:43436;3.75.62.37:443;Proxy-Request;https://ups.analytics.yahoo.co...;-
N/A;192.168.0.112:43400;52.84.66.17:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43428;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43400;52.84.66.17:443;Proxy-Request;https://sb.scorecardresearch.c...;-
com.aws.android;192.168.0.112:43412;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.112:43436;3.75.62.37:443;Proxy-Response;-;-
N/A;192.168.0.112:43428;35.244.159.8:443;Proxy-Response;-;-
N/A;192.168.0.112:43400;52.84.66.17:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43436;3.75.62.37:443;Proxy-Request;https://ups.analytics.yahoo.co...;-
N/A;192.168.0.112:43412;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.112:43436;3.75.62.37:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43438;141.226.228.48:443;Proxy-Request;https://trc-events.taboola.com...;-
com.aws.android;192.168.0.112:43438;141.226.228.48:443;Proxy-Request;https://trc-events.taboola.com...;-
com.aws.android;192.168.0.112:43438;141.226.228.48:443;Proxy-Request;https://trc-events.taboola.com...;-
com.aws.android;192.168.0.112:43438;141.226.228.48:443;Proxy-Request;https://trc-events.taboola.com...;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Response;-;-
N/A;192.168.0.112:43438;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43438;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43438;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43438;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43430;151.101.129.44:443;Proxy-Request;https://pips.taboola.com/;-
N/A;192.168.0.112:43430;151.101.129.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43414;151.101.129.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Response;-;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Response;-;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43414;151.101.129.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Request;https://aax-eu.amazon-adsystem...;-
N/A;192.168.0.112:43434;52.94.220.185:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43408;151.101.193.44:443;Proxy-Request;https://images-dup-b.taboola.c...;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
N/A;192.168.0.112:43408;151.101.193.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43410;151.101.65.44:443;Proxy-Request;https://imprammp.taboola.com/s...;-
com.aws.android;192.168.0.112:43412;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.112:43410;151.101.65.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43412;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43446;216.58.215.166:443;Proxy-Request;https://ad.doubleclick.net/ddm...;-
N/A;192.168.0.112:43446;216.58.215.166:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43412;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.112:43412;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43420;146.112.61.110:443;Proxy-Request;https://match.adsrvr.org/track...;-
com.aws.android;192.168.0.112:43422;34.247.63.128:443;Proxy-Request;https://pr-bh.ybp.yahoo.com/sy...;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.112:43420;;Proxy-Error;;Certificate verify failed: unable to get local issuer certificate
com.aws.android;192.168.0.112:43424;18.194.221.34:443;Proxy-Request;https://x.bidswitch.net/sync?g...;-
N/A;192.168.0.112:43422;34.247.63.128:443;Proxy-Response;-;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43414;151.101.129.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
N/A;192.168.0.112:43424;18.194.221.34:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43414;151.101.129.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43446;216.58.215.166:443;Proxy-Request;https://ad.doubleclick.net/ddm...;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43428;35.244.159.8:443;Proxy-Request;https://taboola-d.openx.net/v/...;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
com.aws.android;192.168.0.112:43408;151.101.193.44:443;Proxy-Request;https://images-dup-b.taboola.c...;-
com.aws.android;192.168.0.112:43408;151.101.193.44:443;Proxy-Request;https://images-dup-b.taboola.c...;-
com.aws.android;192.168.0.112:43408;151.101.193.44:443;Proxy-Request;https://images-dup-b.taboola.c...;-
N/A;192.168.0.112:43446;216.58.215.166:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43430;151.101.129.44:443;Proxy-Request;https://pips.taboola.com/;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43428;35.244.159.8:443;Proxy-Response;-;-
N/A;192.168.0.112:43408;151.101.193.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43430;151.101.129.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43408;151.101.193.44:443;Proxy-Response;-;-
N/A;192.168.0.112:43408;151.101.193.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43412;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
com.aws.android;192.168.0.112:43398;151.101.1.44:443;Proxy-Request;https://trc.taboola.com/weathe...;-
N/A;192.168.0.112:43398;151.101.1.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43414;151.101.129.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
N/A;192.168.0.112:43412;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43414;151.101.129.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43412;141.226.228.48:443;Proxy-Request;https://am-vid-events.taboola....;-
N/A;192.168.0.112:43412;141.226.228.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43450;54.88.188.48:443;Proxy-Request;https://and-clog2.pulse.weathe...;-
N/A;192.168.0.112:43450;54.88.188.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43414;151.101.129.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
N/A;192.168.0.112:43414;151.101.129.44:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
N/A;192.168.0.112:43406;185.106.33.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43448;141.226.228.48:443;Proxy-Request;https://am-wf.taboola.com/Vide...;-
N/A;192.168.0.112:43448;141.226.228.48:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:43406;185.106.33.48:443;Proxy-Request;https://il-trc-events.taboola....;-
