
N/A;192.168.0.112:42718;142.250.184.174:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:42724;3.75.62.37:443;Proxy-Request;https://ups.analytics.yahoo.co...;-
N/A;192.168.0.112:42710;34.199.216.63:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:42722;34.248.79.190:443;Proxy-Request;https://pr-bh.ybp.yahoo.com/sy...;-
N/A;192.168.0.112:42726;216.58.215.166:443;Proxy-Response;-;-
N/A;192.168.0.112:42724;3.75.62.37:443;Proxy-Response;-;-
com.aws.android;192.168.0.112:42724;3.75.62.37:443;Proxy-Request;https://ups.analytics.yahoo.co...;-
N/A;192.168.0.112:42722;34.248.79.190:443;Proxy-Response;-;-
Mozilla/5.0 (Linux- Android 4.0.4- Galaxy Nexus Build/IMM76B) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.133 Mobile Safari/535.19;192.168.0.112:42710;34.199.216.63:443;Proxy-Request;https://and-maps.pulse.weather...;-
com.aws.android;192.168.0.112:42728;151.101.65.44:443;Proxy-Request;https://wf.taboola.com/VideoBi...;-
N/A;192.168.0.112:42724;3.75.62.37:443;Proxy-Response;-;-
N/A;192.168.0.112:42710;34.199.216.63:443;Proxy-Response;-;-
N/A;192.168.0.112:42728;151.101.65.44:443;Proxy-Response;-;-
